description,class,type,legitibility,faction
"The card named Astound the Darkest is a 6 cost spell , and includes the effects deal damage. The card text says: Add three 3 dash 3 Druids to your hand to cast this game.",Druid,Spell,1,1
The card named Imp'n'fuss is a 3 cost fel spell . The card text says: Give your minions plus 2 dash plus 2.,Druid,Spell,,
"The card named Unholy Wind is a 4 cost holy spell , and includes the effects restore health. The card text says: Restore 5 Health to all minions in your hand.",Druid,Spell,,
The card named Resurrect was a 2-cost nature spell . The card text says: Transform two identical friendly minions into minions.,Druid,Spell,,
The card named Sleek-Paint is a 3 cost fel spell . The card text says: Draw 3 cards. All others cost (1) less.,Druid,Spell,,
"The card named Firemultic is a 20 cost spell . The card text says: Summon 3 2 dash 3 Demons. If you're holding a Firemultic, boost its Cost by (1).",Druid,Spell,,
The card named Swarm of Secrets is a 4 cost spell . The card text says: Summon two 3 dash 1 Serpents with Taunt. Give them Taunt.,Druid,Spell,,
The card named Shadow-Blow: A 9 cost nature spell . The card text says: Draw a minion. Give it plus 1 dash plus 1.,Druid,Spell,,
The card named Shadowhoard Blast is a 2 cost shadow spell . The card text says: Give the minions in your hand plus 2 dash plus 3. Give them plus 4 dash plus 3.,Druid,Spell,,
"The card named Imprisoned Slave is a 2 cost fel spell , and includes the effects deal damage. The card text says: Deal 3 damage. Shuffle 3 Armor into your deck.",Druid,Spell,,
"The card named Imp'ro is a 2 cost spell . The card text says: Summon a 5 dash 5 Imp with Taunt. If your deck has no duplicates, summon a 1 dash 1 Imp.",Druid,Spell,,
"The card named Resurrect is a 3 cost spell , and includes the effects restore health. The card text says: Restore 5 Health to all minions.",Druid,Spell,,
The card named Deeper Blood is a 3 cost spell . The card text says: Create a Dark Shadow. Spend some Energy on a minion.,Druid,Spell,,
"The card named Frogfish Among Us is a 1 cost, naga spell . The card text says: Cast 5 spells that cost (2) less each turn.",Druid,Spell,,
"The card named Elongated Totem is a 5 cost shadow spell , and includes the effects deal damage, combo. The card text says: Combo: Deal 4 damage to a minion. Combo: Add a 2 dash 3 to your hand.",Druid,Spell,,
"The card named Glimmer's Edge is a 1 cost spell . The card text says: Draw 3 cards. After you damage a friendly minion, summon a 2 dash 2 copy of it.",Druid,Spell,,
The card named Imprisoned Power is a 1 cost spell . The card text says: Summon two 1 dash 1 Demons.,Druid,Spell,,
The card named Coal-Shark is a 4 cost spell . The card text says: Summon two 1 dash 3 Zombie-like Clones with Taunt.,Druid,Spell,,
The card named Aura of the Dead is a 5 cost shadow spell . The card text says: Summon three 2 dash 3 Demons that cost (2) or less while damaged.,Druid,Spell,,
The card named 'Old Mana' is a 4 cost fel spell . The card text says: Summon a total of 2 Mana Crystals. Add a 'Sunken Mana Crystal' to your hand. (Upgrades for each Soul possessed.,Druid,Spell,,
The card named Grizzled Blade is a 1 cost nature spell . The card text says: Give a friendly minion plus 2 dash plus 3 and Taunt. Gain a random Druid spell.,Druid,Spell,,
The card named Deathly Shock is a 4 cost deathrattle spell . The card text says: Find a friendly Demon who will die with that Cost.,Druid,Spell,,
The card named Degraded Hearts is a 3 cost spell . The card text says: Each character's Attack and Attack costs (1) less.,Druid,Spell,,
"The card named Dew Drop is a 1 cost nature spell , and includes the effects deathrattle. The card text says: Deathrattle: Reward: Draw two 3 dash 3 Demons. If this gets inside, put them in your deck.",Druid,Spell,,
"The card named Unnatural Evocative is a 2 cost spell , and includes the effects discover. The card text says: Discover and destroy a minion that died this game. (Play a copy.)",Druid,Spell,,
"The card named Ivy's Secret is a 1 cost shadow spell , and includes the effects discover. The card text says: Discover a card from another class and add it to your hand. Reward: Give your minions Rush.",Druid,Spell,,
The card named Inflate Mythology is a 6 cost spell . The card text says: Give each other minions in your hand plus 8 dash plus 8.,Druid,Spell,,
The card named Deception is a 7 cost spell . The card text says: Give a minion plus 4 dash plus 4. Summon a 1 dash 3,Druid,Spell,,
The card named Resurrect is a 8 cost spell . The card text says: Give a friendly minion plus 3 dash plus 2.,Druid,Spell,,
"The card named Deathcry is a 1 cost nature spell , and includes the effects deal damage. The card text says: Deal 1 damage to a minion and Deathrattle: Summon two 1 dash 1 Chosen Minions.",Druid,Spell,,
The card named The Edge of Grass is a 6 cost nature spell . The card text says: Summon a 5 dash 4 Invader with Rush.,Druid,Spell,,
The card named Fel Blowing is a 10 cost spell . The card text says: Summon a 6 dash 3 Nautilus and Taunt with Taunt. Give it plus 2 dash plus 2.,Druid,Spell,,
"The card named Discrete Strike is a 5 cost frost spell , and includes the effects deal damage, deal damage. The card text says: Deal 1 damage to a minion. Summon a",Druid,Spell,,
"The card named Enchantment is a 1 cost nature spell , and includes the effects deal damage. The card text says: Deal 1 damage. If the minion dies this turn, deal 2 more damage to all minions.",Druid,Spell,,
"The card named Ghost Spectral is a 3 cost, spell . The card text says: Add 3 random Colossal minions to your hand.",Druid,Spell,,
"The card named Felfire is a 7 cost spell , and includes the effects deal damage. The card text says: Deal 7 damage to a minion. Then deal 8 damage to the enemy hero.",Druid,Spell,,
The card named Wild Blood is a 2 cost holy spell . The card text says: Play an empty mana spell that costs (1) less.,Druid,Spell,,
"The card named Warped Oasis is a 2 cost shadow spell , and includes the effects deal damage, discover. The card text says: Discover a minion. Summon the other ones.",Druid,Spell,,
"The card named Shadowy Gul'N'Den is a 3 cost shadow spell , and includes the effects deal damage. The card text says: Deal 4 damage to a minion.",Druid,Spell,,
"The card named Render's Awakening is a 1 cost spell , and includes the effects deal damage. The card text says: Deal 1 damage to all friendly Beasts. Add a Random Demon to your hand.",Druid,Spell,,
"The card named Forget The Name is a 2 cost shadow spell . The card text says: Draw a minion with Deathrattle. If your hero attacks randomly, get a 5 dash 5 Flame.",Druid,Spell,,
"The card named Psygote is a 3 cost high frost spell , and includes the effects secret. The card text says: Secret: When your hero attacks, summon a random Demon with Rush.",Druid,Spell,,
"The card named Invasion is a 3 cost spell . The card text says: Draw 0 Karten. If no one plays them, summon 4 1 dash 1 Demons.",Druid,Spell,,
The card named Reign of Chaos is a 6 cost fist spell . The card text says: Draw two cards. Put four 1 dash 3 Elementals into the battlefield.,Druid,Spell,,
"The card named Untouchables is a 6 cost demon spell , and includes the effects discover. The card text says: Discover a Fel spell. Reward: A 1 plus Cost minion.",Druid,Spell,,
The card named Fireball is a 9 cost nature spell . The card text says: Summon one random minion. It moves automatically if drawn.,Druid,Spell,,
"The card named Bloodborne Power is a 4 cost nature spell , and includes the effects deal damage. The card text says: Deal 3 damage to all minions. (Total damage up to 3 times for each creature you control.)",Druid,Spell,,
"The card named Warlord's Soul is a 3 cost fel spell . The card text says: Summon 6 0 dash 2 Dreadlocks with Taunt. If you've cast this before, add them to your hand to play until you have Discard all other min",Druid,Spell,,
"The card named Bloodlust is a 2 cost nature spell , and includes the effects deal damage. The card text says: Deal 2 damage. Deal 1 damage. Reward: Summon 2 Flutes.",Druid,Spell,,
The card named Windmill Toll will be a 1 cost spell . The card text says: Choose a friendly minion and its cost from your deck. Give it Rush.,Druid,Spell,,
"The card named Aswail Themselves is a 3 cost spell . The card text says: Draw 2 cards. If you cast an Aswail in your hand, summon a Summon a minion worth 3 plus.",Druid,Spell,,
"The card named Slithering Crab is a 2 cost spell , and includes the effects discover. The card text says: Discover a minion and give it plus 1 dash plus 1.",Druid,Spell,,
The card named Black Sense is a 5 cost shadow spell . The card text says: Give your hero plus 10 Attack. Gain all 4 Armor.,Druid,Spell,,
"The card named Mechs of the Middle East is a 2 cost nature spell , and includes the effects secret. The card text says: Secret: Give your minions plus 1 dash plus 1.",Druid,Spell,,
The card named Awakened Breeches is a 3 cost spell . The card text says: Summon three 1 dash 1 Druids.,Druid,Spell,,
The card named Crystalshrazzle is a 5 cost shadow spell . The card text says: Make all minions in your deck a 5 dash 5 Elemental that cost (1) more. (Upgrades every game you've played this game).),Druid,Spell,,
The card named Shadowing is a 2 cost spell . The card text says: Destroy all minions.,Druid,Spell,,
"The card named Rogue Untouchable is a 2 cost spell , and includes the effects determine the cost of a spell. The card text says: Give a minion plus 3 dash plus 3. Deal damage equal to your Mana Crystals.",Druid,Spell,,
"The card named Flowing Water is a 6 cost spell , and includes the effects secret. The card text says: Secret: Give a minion plus 3 dash plus 3.",Druid,Spell,,
"The card named Odonation is a 3 cost nature spell , and includes the effects secret. The card text says: Secret: When a friendly minion dies, add a 3 dash 4 Elemental to your hand.",Druid,Spell,,
The card named Shadow Defect is a 3 cost spell . The card text says: Summon a 3 dash 3 Elemental with Attack equal to your hand weight.,Druid,Spell,,
The card named Soulspine is a 7 cost spell . The card text says: Your first spell this turn costs (1) less.,Druid,Spell,,
"The card named Crabswing Trigger is a 5 cost fel spell , and includes the effects restore health. The card text says: Restore 2 Health. Reveal a 1 plus Cost minion.",Druid,Spell,,
"The card named Tempt of the Blacks is a 30 cost shadow spell , and includes the effects deal damage, discover. The card text says: Discover a minion from your deck. Deal 3 damage to it.",Druid,Spell,,
The card named Runes of Fear is a 1 cost fel spell . The card text says: Draw a minion to summon it.,Druid,Spell,,
"The card named Stonesling is a 4 cost nature spell , and includes the effects deal damage, trigger visual. The card text says: After your hero uses 2 spells, deal 3 damage to a minion.",Druid,Spell,,
"The card named Spirit of the Shock is a 1 cost spell , and includes the effects deal damage, destroy. The card text says: Deal 3 damage to a minion, plus 1 dash plus 1.",Druid,Spell,,
