description,faction_code,type,legitibility,faction,henry,sam,eli,viktor,Abraham,"Scoring format
legibility/faction/comedy"
"The card named Climber is a 0 cost program that requires 1 memory with the subtypes icebreaker. It has an influence requirement of 3. The card text says Whenever your turn begins, gain power to research this program and pay 1 charge. Each turn, draw 1 card. Whenever you decipher 3 cards, gain 1 credit.",shaper,program,1,1,1/1/0,,,,,
"The card named Xenophon is a 1 cost 3 strength program that requires 1 memory with the subtypes ai, icebreaker. It has an influence requirement of 3. The card text says Click: Make a run on this program and load the box. Once you have it installed, gain or lose",shaper,program,0,0,0/0/0,,,,,
"The card named Lazarus is a 3 cost 4 strength program that requires 1 memory with the subtypes form. It has an influence requirement of 3. The card text says Play only if your turn ends. click: Install any number of programs from your grip. In addition, you may install a card from your grip on LXP.",shaper,program,2,1,2/1/1,,,,,
"The card named Aster is a 1 cost program that requires 1 memory with the subtypes icebreaker, fracter. It has an influence requirement of 2. The card text says Interface ability: 1 credit: Break 1 subroutine. 2 credits:",shaper,program,1,1,1/1/0,,,,,
"The card named Ivy Bridge is a 5 cost 5 strength program that requires 1 memory with the subtypes virus. It has an influence requirement of 3. The card text says As an additional cost to play this program and gain 1 credit each turn, you may pay 1 virus counter for each additional system counter you installed.",shaper,program,0,0,0/0/0,,,,,
"The card named Psychic is a 3 cost program that requires 2 memory with the subtypes icebreaker, fracter. It has an influence requirement of 2. The card text says Subroutine The Corp gains 1 credit when it encounters 1 card.",shaper,program,0,0,0/0/0,,,,,
"The card named Tulsa is a 2 cost 4 strength program that requires 1 memory with the subtypes icebreaker, fracter. It has an influence requirement of 3. The card text says Completing your turn with ice is trashed at least twice in a row from your grip.",shaper,program,0,0,0/0/0,,,,,
The card named G-Ranger is a 1 cost program that requires 1 memory with the subtypes virtual. It has an influence requirement of 3. The card text says Interface ability: 2 credits: Break 8 subroutines. Use this ability only,shaper,program,2,1,2/1/1,,,,,
"The card named Lachlan is a 1 cost 0 strength program that requires 1 memory with the subtypes icebreaker, fracter. It has an influence requirement of 1. The card text says Interface ability: 1 credit: Break 1 subroutine. 1 credit: 1 strength. 1 credit:",shaper,program,3,1,3/1/0,,,,,
"The card named Slack is a 1 cost 1 strength program that requires 1 memory with the subtypes icebreaker, fracter. It has an influence requirement of 2. The card text says Interface ability: 1 credit: Break 1 subroutine. 2 credits: 1 strength. If successful, draw 1 card.",shaper,program,3,1,3/1/0,,,,,
"The card named Issuzudit is a 2 cost 7 strength program that requires 1 memory with the subtypes icebreaker, fracter. It has an influence requirement of 3. The card text says The first time you install this program, place 1 virus counter on it. trash: Whenever a virus is discovered by another program, place 1 virus counter",shaper,program,2,0,2/0/0,,,,,
"The card named Grip is a 2 cost 2 strength program that requires 1 memory with the subtypes icebreaker, fracter. It has an influence requirement of 4. The card text says This program requires 1 memory with the subtypes icebreaker, fracter, icebreaker. Subroutine Gain 3 credits.",shaper,program,1,0,1/0/0,,,,,
"The card named Rogue is a 2 cost program that requires 1 memory with the subtypes codegate, icebreaker, fracter. It has an influence requirement of 2. The card text says When your turn begins, place 2 power counters on Rogue, where they trash",shaper,program,0,0,0/0/0,,,,,
"The card named Colossus is a 1 cost 1 strength program that requires 1 memory with the subtypes icebreaker, fracter. It has an influence requirement of 1. The card text says Run research. This program cannot be modified beyond the rez cost of this program.",shaper,program,0,0,0/0/0,,,,,
"The card named Lazarus is a 6 cost 5 strength program that requires 1 memory with the subtypes run. It has an influence requirement of 0. The card text says 2 credits If the Run is successful, you may place 1 power counter on LASER at any time.",shaper,program,0,0,0/0/1,,,,,
"The card named The Cognition Team is a 2 cost resource with the subtypes connection. It has an influence requirement of 2. It has a trash cost of 3. The card text says To access this resource, click, or gain click click. Play only if you have a trash card containing at least 1 tag.",shaper,resource,1,0,1/0/0,,,,,
"The card named Dreyfus is a 2 cost resource with the subtypes resource. It has an influence requirement of 2. The card text says The first time your turn begins, you may place 1 power counter on Dreyfus. When this time comes, if you lost",shaper,resource,0,0,0/0/0,,,,,
"The card named Ylwen is a 2 cost resource with the subtypes space. It has an influence requirement of 2. The card text says As an additional cost to play this resource, if it has been trashed or stolen, spend click Click Click. Use this ability only",shaper,resource,1,0,1/0/0,,,,,
"The card named Wrecking is a 3 cost resource with the subtypes connection. It has an influence requirement of 3. The card text says When you install this resource, place 1 tag on it. Whenever the Corp trashes a piece of ice or another piece of hardware, gain",shaper,resource,1,0,1/0/0,,,,,
The card named Embryo is a 5 cost resource with the subtypes connection. It has an influence requirement of 3. The card text says Click: Gain 3 credits or draw 1 card.,shaper,resource,3,1,3/1/0,,,,,
"The card named Slayer is a 5 cost resource with the subtypes link. It has an influence requirement of 2. It has a trash cost of 1. The card text says The first time each turn a game is played out, gain 1 credit and take 1 tag.",shaper,resource,1,0,1/0/1,,,,,
"The card named The Edge is a 4 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says Connect up to 2 cards. When you install this resource, if you’re not using an agenda, take 6 of them from headquarters. Use this ability only",shaper,resource,0,0,0/0/0,,,,,
"The card named Alfresco is a 1 cost resource with the subtypes environment. It has an influence requirement of 2. It has a trash cost of 2. The card text says When you install this resource in a run on a server, place 1 power counter on its hard drive. As an additional cost to use this resource, damage 2 tags.",shaper,resource,0,0,0/0/0,,,,,
"The card named The Red Hat is a 2 cost resource with the subtypes resource. It has an influence requirement of 2. The card text says You cannot trash this resource until another current is played or an agenda is deleted. If successful, trash 1 of your cards from the game. Whenever an agenda is scored, trash 1 card from the",shaper,resource,1,0,1/0/0,,,,,
The card named The Rooster is a 2 cost resource with the subtypes research. It has an influence requirement of 2. The card text says Install only if the Rooster has at least 2 installed credits.,shaper,resource,0,0,0/0/0,,,,,
"The card named The Rooster is a 1 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says When you install this resource, install 3 software units when the System runs at startup. If successful, you may add an agenda to the top of this list. Whenever you",shaper,resource,1,1,1/1/0,,,,,
"The card named The Blue Devil is a 1 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says Whenever you breach headquarters, take 1 credit. Take 1 credit for each rezzed piece of ice. This is",shaper,resource,3,0,3/0/0,,,,,
"The card named The Inseparable World is a 0 cost resource with the subtypes connection. It has an influence requirement of 1. The card text says If your turn begins, add 1 installed program to your collection and add that program to your score area by adding one installed program to your score area",shaper,resource,2,1,2/1/1,,,,,
The card named JB is a 0 cost resource with the subtypes connection. It has an influence requirement of 2. The card text says Add 1 item from your grip to the bottom of any stack.,shaper,resource,1,0,1/0/1,,,,,
"The card named The City of Cosmic Spaceship is a 3 cost resource with the subtypes connection. It has an influence requirement of 3. The card text says When you score The City of Cosmic Spaceship, gain 1 credit.",shaper,resource,,,0/0/0,,,,,
"The card named Yokohama is a 3 cost resource with the subtypes connection. It has an influence requirement of 4. The card text says click, click, click: Draw 1 card. The Runner may draw 1 card.",shaper,resource,,,2/1/0,,,,,
